AlogP,LogD,Molecular_PolarSurfaceArea,Molecular_Weight,Num_H_Acceptors,Num_H_Donors,Num_RotatableBonds,SMILES
4.207,4.207,79.38,366.419,4,2,4,C[C@H](Nc1ncnc2[nH]cnc12)c1cc2ccccc2nc1-c1ccccc1
3.102,0.356,151.06,436.482,8,2,8,Cc1ccccc1S(=O)(=O)N(CCn1nnc(C(=O)O)c1C(=O)O)C1CCCCC1
3.876,3.875,45.98,284.315,2,1,1,c1ccc2c(c1)ccc1nnc(-c3c[nH]c4ccccc34)n12
4.455,4.455,82.44,429.468,5,1,3,CCOc1ccc(N2C(=O)N=C(O)C3(Cc4c(ccc5ccccc45)N(C)C3)C2=O)cc1
2.26,2.259,74.21,250.255,4,1,2,N#Cc1cnn2c(O)cc(Cc3ccccc3)nc12
4.279,4.279,85.7,465.364,5,0,3,Cc1ccc(S(=O)(=O)n2cc(Br)c3c(N4C[C@@H](C)O[C@@H](C)C4)ncnc32)cc1
3.844,3.844,105.33,285.387,3,1,3,Nc1ccc(Sc2nccc(-c3cccs3)n2)cc1
5.328,4.746,120.08,708.685,6,3,17,CCCN(CCC)C(=O)c1cccc(C(=O)NN(Cc2ccc(Br)cc2)C(=O)CN[C@H](C(=O)NCc2cccc(OC)c2)C(C)C)c1
2.178,1.799,54.25,311.357,3,2,3,Fc1ccccc1-c1cc(NC2CCNCC2)n2nccc2n1
3.383,3.383,83.81,360.409,3,2,2,Cc1cc(C(=O)NC2CCCc3c2[nH]c2ccccc32)c2c(C)noc2n1
3.506,2.352,49.77,275.343,4,1,5,CCCCN(C)Cc1cc(=O)oc2cc(C)c(O)cc12
2.938,1.398,52.57,324.846,3,2,5,CN(C)C1(CNC(=O)C(O)c2ccccc2Cl)CCCCC1
2.171,2.28,61.67,285.344,3,0,4,Cc1c(-c2cc(Cn3ccnc3C(C)C)on2)cnn1C
5.049,5.049,106.59,550.596,9,0,3,COc1cc(C2CC(=O)Oc3cc4c(c(OC)c32)C(=O)O[C@@H](C)CCCC(=O)CCC/C=C/4)cc2c1OCCO2
2.924,2.909,41.13,276.332,1,2,1,O=C1CCC2=C1C(c1ccccc1)Nc1ccccc1N2
2.862,2.866,55.97,291.282,4,0,2,Fc1ccc(-c2ccnc3nc(-c4ccncc4)nn23)cc1
0.053,0.053,107.89,369.375,6,2,4,O=C(Cn1c(=O)oc2ccccc21)N[C@@H]1CCN(c2cnccn2)C[C@H]1O
1.735,1.735,58.2,254.284,2,2,3,CC(=O)Nc1cccc(C(=O)Nc2ccccc2)c1
0.767,0.388,86.03,294.821,3,1,3,CN(C1CCNCC1)S(=O)(=O)c1ccc(Cl)s1
4.039,4.039,72.48,318.366,4,0,4,COc1ccc(COc2ncnc3sc(C)c(C)c23)cc1F
3.066,3.076,100.6,383.436,3,1,7,O=S(=O)(Cc1cc(F)ccc1F)NCCn1ccc(-c2ccsc2)n1
1.726,0.619,32.26,270.166,2,2,2,OC1(Cc2cccc(Br)c2)CCNCC1
2.581,2.581,52.32,416.982,2,1,2,COC(=O)c1cc(I)c(N)c(I)c1C
4.295,4.378,97.2,374.393,5,2,2,Cc1c(O)ccc2c1oc1c(-c3cccnc3O)c3cnn(C(C)C)c3nc12
2.334,2.329,118.66,258.299,2,2,2,NC(N)=Nc1nc(-c2cc3ccccc3o2)cs1
2.131,2.13,56.73,266.727,2,2,4,CC(C)n1nc(CNc2ccc(Cl)cc2)[nH]c1=O
3.946,3.946,101.19,324.42,3,0,3,CS(=O)c1nc(-c2cccs2)cc(-c2ccccc2)c1C#N
1.335,1.335,78.95,419.422,4,1,7,COc1c(F)c(F)cc2c(=O)c(C(=O)NCCCN3CCCC3=O)cn(C3CC3)c12
1.283,1.283,64.13,307.353,4,0,3,CN1N=C(c2ccc(-n3cncn3)cc2)CC1c1cnn(C)c1
3.589,3.589,101.3,492.961,6,1,6,COc1cc(Cl)c(C)cc1NC(=O)Cn1ncc2c(N3CCN(c4ccccn4)CC3)ncnc21
3.077,1.932,58.87,324.423,4,1,6,CN(C)CC(C)(C)CNc1ncnc2c1cnn2-c1ccccc1
1.311,1.269,80.55,331.345,4,2,2,O=C(Nc1nc2ccc(F)cn2n1)NC1C2CCOC2C12CCC2
3.546,3.546,66.75,266.402,3,1,3,CC(C)C1(C)SC(NC2CC3CCC2C3)=NC1=O
4.079,4.079,66.91,382.451,3,1,6,Cc1ccc(S(=O)(=O)/N=C(\NCc2ccccc2)c2ccc(F)cc2)cc1
1.639,1.544,76.14,296.385,4,1,4,CCOc1ccc(S(=O)(=O)/N=C2/CCCCCN2)cc1
1.182,1.733,87.97,348.402,4,2,5,Cc1nc2c3ccccc3nn2c(C)c1CC(=O)NCCc1c[nH]cn1
7.524,7.524,113.5,607.229,4,1,9,Cc1nc2nc(Cl)n(Cc3ccc(-c4cc(CC(C)C)sc4S(=O)(=O)NC(C)(C)C)cc3)c2cc1-c1ccccc1
2.52,2.539,46.92,263.378,2,1,3,Cc1nc(C(=O)NC(C)C(C)(C)C)c2n1CCCC2
4.954,4.954,65.72,494.809,5,0,7,CCOC(=O)C(OC(C)(C)C)c1c(C)nc2c(Br)c(C)nn2c1-c1ccc(Cl)cc1
4.0,4.0,73.22,387.431,4,1,7,CCOC(=O)Cc1cc(=O)n2nc(Cc3ccccc3)c(-c3ccccc3)c2[nH]1
0.996,1.016,134.44,369.416,6,1,3,CS(=O)(=O)N1CCCC1C(=O)Nc1nc2cc3c(cc2s1)OCO3
3.264,4.262,43.6,279.125,3,0,2,Clc1nnc(Cl)c2c1ncn2Cc1ccccc1
4.144,4.062,57.74,351.404,3,0,2,N#Cc1ccc2nc(N3CCc4c(ncn4-c4ccccc4)C3)ccc2c1
3.304,3.304,58.2,348.438,2,2,5,O=C(CCCc1ccc2c(c1)-c1ccccc1C2)NC1CCCNC1=O
4.304,4.303,142.13,560.065,7,3,8,COc1cc2c(cc1Nc1ncc(Cl)c(Nc3ccccc3S(=O)(=O)C(C)C)n1)CCCN(C(=O)CO)C2
4.748,4.741,42.74,434.128,2,1,2,Brc1ccc(C2CC(c3ccc(Br)cc3)n3ncnc3N2)cc1
4.694,3.371,64.14,473.572,5,0,7,CN(C)CCCn1c(-c2ccccc2)c(-c2ccccc2)c2c1ncn1nc(-c3ccncc3)nc21
4.831,3.357,68.01,341.363,4,1,4,O=C(O)c1cc(-c2ccccc2)nn1-c1ncccc1-c1ccccc1
4.187,4.187,129.79,515.575,8,1,11,CCOC(=O)c1c(NC(=O)c2cc(OC)c(OC)c(OC)c2)sc(C)c1-c1ccc(OC)c(OC)c1
1.204,0.945,104.96,284.273,5,3,3,Cn1ncc2c(NNC(=O)c3ccc(O)cc3)ncnc21
5.325,5.325,92.66,469.555,4,0,7,CCN(C(=O)COC(=O)c1cc2c(C)nn(-c3ccccc3)c2s1)c1cccc2ccccc12
4.169,4.169,48.15,318.301,3,0,1,Fc1ccc2onc(-c3cnc4c(c3)COc3ccccc3-4)c2c1
4.865,4.865,58.2,380.867,2,2,3,CC(=O)c1c(NC2CCCc3ccccc32)[nH]c2c(C)cc(Cl)cc2c1=O
4.042,4.043,153.8,477.6,6,2,6,Cc1cc(C)c(S(=O)(=O)NCc2nc(N)n(S(=O)(=O)c3c(C)cc(C)cc3C)n2)c(C)c1
3.406,3.406,83.03,323.369,4,0,3,COc1ccc(C2=NN(c3nc4ccccc4s3)C(=O)C2)cc1
3.392,3.392,140.84,645.173,7,2,9,COc1cc(N2CCN(C(C)=O)CC2)ccc1Nc1ncc(Cl)c(Nc2ccc(N3CCN(S(C)(=O)=O)CC3)cc2OC)n1
4.916,4.916,98.07,492.378,6,0,6,COc1cccc(CN(c2nc3nc(C)c(Cl)c(C)n3n2)S(=O)(=O)c2ccc(Cl)cc2)c1
6.848,6.877,30.71,363.454,2,0,2,Cc1ccc2c(c1)ncc1c(-c3ccccc3)nn(-c3cccc(C)c3C)c12
3.322,2.619,112.16,531.351,5,2,5,O=C(CN1C(C(=O)c2ccccc2)=C(O)c2ccccc2S1(=O)=O)Nc1ccc(Br)cc1F
4.37,4.37,64.36,374.449,3,1,7,CC(C)(C)C1CCc2onc(C(=O)NCCCOc3ccccc3F)c2C1
5.918,5.925,68.82,403.493,4,0,6,COc1ccc(-c2nc(-c3ccc(OC)cc3)c(-c3ccc(OC)cc3)s2)cc1
4.3,4.564,33.2,365.223,2,0,1,Cn1c(=O)c(-c2ccc3ccccc3n2)cc2cc(Br)ccc21
2.634,2.634,38.76,261.316,3,0,3,COC(=O)c1cc2c(c(N(C)C)c1)OC(C)(C)C=C2
0.658,0.658,106.56,406.43,7,2,10,CCc1c(OCC(=O)Nc2cc(OC)c(OC)c(OC)c2)c(=O)ccn1CCO
3.188,3.187,66.92,321.33,4,1,3,COc1cc2[nH]c3c(=O)n(-c4ccccc4)ncc3c2cc1OC
3.75,3.75,106.72,501.165,5,2,5,CC(C)NC(=O)c1c(Cl)nn(C)c1NC(=O)c1cc(Br)nn1-c1ncccc1Cl
4.449,4.446,76.69,381.427,4,1,3,CC1CC(=O)N(c2ccc(-c3cccc(C#N)c3)cc2)N=C1c1ccc(O)cc1
1.543,1.543,98.15,329.354,5,0,6,CCCc1noc2nc(CC)cc(C(=O)N(C)Cc3ncon3)c12
3.152,3.152,67.42,326.39,3,2,6,CCC(Oc1ccccc1C)C(=O)Nc1ccccc1C(=O)NC
1.716,1.716,71.84,297.355,3,2,2,O=C(NC1Cc2ccccc2C1)NC1CCCn2ncnc21
-0.198,-0.227,93.69,316.358,4,2,4,CCn1nc(N2CCCC(NC(=O)c3cn[nH]c3)C2)ccc1=O
0.521,0.525,130.49,416.52,6,0,3,[H][C@]12CCc3nnc(-c4ccncc4)n3[C@@]1([H])CN(S(=O)(=O)c1sc(C)nc1C)C2
3.84,3.84,44.89,300.303,1,2,3,Cc1cc2cc[nH]c2cc1NC(=O)Cc1ccc(F)cc1F
3.833,3.592,69.91,368.43,5,1,6,COc1cc(-c2nc3ncccn3c2NC2CCCC2)cc(OC)c1OC
2.417,2.417,85.16,440.88,5,1,7,COCCCn1c(C(=O)Nc2cc(Cl)ccc2OC)cc2c(=O)n3ccccc3nc21
3.406,3.401,63.47,381.514,4,0,5,CCCc1nc(N2CCN(CC(=O)N3CCCC3)CC2)c(C#N)c2c1CCC2
3.298,3.298,55.04,269.13,2,1,2,CN(c1ccc(Cl)nn1)c1ccc(N)cc1Cl
4.376,4.376,56.74,375.263,3,0,6,CC(C)c1noc(CCCn2ccc(-c3ccc(Br)cc3)n2)n1
2.144,2.144,85.77,292.33,3,1,4,Cc1oc(=O)n(Cc2cc(C(N)=O)oc2C(C)(C)C)c1C
3.563,3.563,55.73,385.844,3,1,3,COc1ccc(-n2ccc3cc(NC(=O)N4CCOCC4)ccc32)cc1Cl
2.826,1.356,84.66,379.409,5,1,4,Cc1c(CC(=O)O)c2ccccc2n1C(=O)c1ccc(N2CCOCC2)nc1
-0.131,1.382,87.24,353.341,5,1,3,O=C(O)C(c1ccsc1)N1C[C@@H]2Oc3c(F)ccc(F)c3O[C@@H]2C1
3.969,3.967,74.16,399.442,4,2,4,COc1ccccc1CCN1C(O)=c2ccccc2=NC12C(=O)Nc1ccccc12
4.94,4.94,69.56,434.527,4,1,11,CCOc1ccc(CCNC(=O)Cn2cccc2C(=O)c2ccccc2C)cc1OCC
1.266,-0.187,111.91,363.365,7,2,9,COc1cc(C(=O)Nc2cnn(CCCC(=O)O)c2)cc(OC)c1OC
0.898,0.909,96.79,308.353,3,2,3,CC1NC(=O)CCC1NS(=O)(=O)c1cccc2ccoc12
4.211,4.194,82.26,354.265,2,2,4,CC(C)(C)c1csc(NNC(=O)c2ccc(Br)cc2)n1
2.127,2.127,73.8,330.289,3,2,4,O=C(c1c(F)cccc1F)N(Cc1n[nH]c(=O)[nH]1)c1ccccc1
3.648,2.148,6.48,270.412,2,0,7,CCN(CC)CCN(C)Cc1cccc2ccccc12
3.312,1.759,141.44,445.62,6,1,10,CCN(CC)CCCNc1sc(S(C)(=O)=O)nc1S(=O)(=O)c1ccc(C)cc1
-0.991,-3.321,194.31,568.641,10,4,13,Cc1ccc(CN(CCCn2ccnc2)Cc2ccc3ncccc3c2)s1
2.578,2.578,52.6,254.666,4,0,2,COC(=O)C1(C)Cc2ccc(Cl)cc2C(=O)O1
2.383,2.405,98.91,294.331,3,2,2,O=C(Nc1nccs1)c1cc2ccc3cccnc3c2[nH]1
0.362,0.362,79.54,318.371,4,0,5,Cc1ccc(-c2noc(CCC(=O)N(C)C)n2)c(=O)n1C(C)C
4.294,4.294,57.23,373.451,4,0,6,Cc1ccc(OCCn2c(C)c(/C=N/n3cnnc3)c3ccccc32)cc1C
3.857,3.858,47.56,331.365,3,1,3,COc1ccccc1NC(=O)C1c2ccccc2Oc2ccccc21
0.881,0.871,82.16,306.118,3,3,2,O=c1[nH]ncc(Nc2ccc3[nH]ncc3c2)c1Br
0.392,0.49,99.32,260.249,3,4,3,CC(NNc1ccccc1)=C1C(=O)NC(=O)NC1=O
4.8,4.543,33.95,344.835,2,0,6,CCOC(=O)c1c2ccc(N(CC)CC)cc2n2c(Cl)cccc12
1.138,1.081,94.27,348.4,5,1,5,CCCn1c(=O)c2c(nc3n2C(C)C(C)=NN3CCCO)n(C)c1=O
3.455,3.453,78.54,498.423,5,0,5,Cc1ccc(S(=O)(=O)N2CCN(C(=O)CN3CCOCC3)C2c2ccc(Cl)cc2Cl)cc1
4.89,4.191,91.29,413.206,7,1,3,COC(=O)c1c(OC)cc2c(c1C)Oc1c(Cl)c(O)c(Cl)c(C)c1C(=O)O2
0.204,0.212,135.7,403.252,4,3,7,Nc1ncc(Br)cc1S(=O)(=O)NCCC(=O)NCc1ccco1
2.642,1.076,74.6,262.301,4,2,3,CC1C(c2ccccc2)CCC(C(=O)O)C1C(=O)O
3.779,3.306,49.0,366.561,3,0,5,CCN1CCC(N(C)S(=O)(=O)c2c(C)cc(C(C)(C)C)cc2C)CC1
4.384,4.384,74.3,296.41,1,0,3,c1ccc2c(c1)nc(-c1ccsc1)n2Cc1ccsc1
3.176,3.235,86.35,445.901,3,3,4,C[C@H](Nc1ccnc2c1NC(=O)CN2)c1cc2cccc(Cl)c2c(=O)n1-c1ccccc1
4.442,4.47,107.15,494.0,6,1,9,Cc1ccc(S(=O)(=O)N[C@@H]2c3c(Cl)cccc3[C@H](C(=O)OC(C)C)[C@H]2C(=O)OC(C)C)cc1
2.791,1.379,44.37,263.378,2,2,5,Cc1ccc(NC(=O)NCC(C(C)C)N(C)C)cc1
4.058,4.058,52.41,338.404,4,0,5,COc1ccc(-c2nnc(N(C)C)n2-c2ccc(C)cc2)c(OC)c1
3.966,3.88,114.77,439.512,5,3,7,Cc1ccccc1-c1nc2ccccc2cc1Cn1nc(NCCCO)c2c(N)ncnc21
2.097,2.097,112.74,388.413,4,2,7,COC(=O)c1scc2c(NCCc3ccc(F)cc3)c(C(C)=O)c(=O)[nH]c12
5.096,5.087,59.59,444.91,3,2,2,O=C1CC(c2ccccc2Cl)CC2=C1C(c1ccc3c(c1)OCO3)Nc1ccccc1N2
2.742,2.739,79.62,259.694,2,3,2,Nc1cccc(Nc2nc(Cl)nc3[nH]ccc23)c1
2.791,3.045,81.83,292.335,4,2,4,CCC(CO)Nc1ncc2cc3ccccc3nc2c1C#N
2.549,2.549,74.49,327.743,4,1,3,Cc1nccc(CNc2c(C#N)cnc3c(F)ccc(Cl)c23)n1
2.407,2.407,68.3,348.483,4,2,4,Cc1cnc(NC2CC(C)OC(C)C2)nc1NC1CC(C)OC(C)C1
3.554,3.554,85.04,352.468,4,0,6,CCS(=O)(=O)c1ccc(Cc2ccc(S(=O)(=O)CC)cc2)cc1
3.96,3.965,105.56,424.516,5,0,7,CC(=O)N(c1nc(COC(=O)/C=C/c2cnn(C)c2)cs1)c1c(C)cc(C)cc1C
0.613,0.333,86.03,266.768,3,1,2,O=S(=O)(c1ccc(Cl)s1)N1CCNCC1
2.133,2.149,64.86,327.356,4,1,5,COc1ccc(C(C)Nc2cncc(-c3nncn3C)c2)cc1F
4.05,4.05,47.78,343.783,3,0,3,Cc1nn(C(=O)c2cccnc2)c(C)c1Cc1c(F)cccc1Cl
2.413,2.452,79.9,314.382,4,2,2,COc1nc(C)cc(C)c1-c1nc2c([nH]1)CC(C)(C)CNC2=O
0.404,0.404,95.39,273.29,5,1,5,Cc1nnc(C)n1/N=C/c1ccc(OCC(N)=O)cc1
2.58,2.732,96.63,428.912,4,3,6,COC[C@]1(C)Oc2ccc(N)cc2[C@H](N(Cc2ncc[nH]2)c2ccc(Cl)cc2)[C@H]1O
2.718,2.691,73.21,428.529,5,2,5,O[C@@H]1C[C@@H](c2nnc3n2CCN(Cc2cccc4[nH]ccc24)C3)N(Cc2ccccc2)C1
3.148,3.141,62.16,327.374,5,2,2,[H][C@@]12Cc3ccc(O)c(OC)c3CN1CCc1cc(OC)c(O)cc12
2.629,1.198,62.19,337.503,3,2,7,Cc1cc(NC(=O)NC(CCN(C)C)C(C)(C)C)n(C(C)(C)C)n1
3.448,3.448,125.22,460.998,5,2,8,Cc1ccc(S(=O)(=O)NNc2ccc(S(=O)(=O)N(C(C)C)C(C)C)cn2)c(Cl)c1
2.141,2.141,53.09,381.468,3,0,3,COc1cc(=O)n2c(c1C(=O)N1CCN(c3ccc(C)cc3)CC1)CCCC2
-1.781,-1.76,102.74,340.333,5,1,2,COc1cc(=O)n(C)cc1C(=O)N1CCc2[nH]c(=O)c(C#N)cc2C1
2.894,2.894,93.5,311.358,4,1,1,O=c1c2sccc2ncn1C1CCc2ccccc2N=C1O
1.167,1.336,145.33,414.435,6,4,6,Cc1nc(O)[nH]c(=O)c1S(=O)(=O)Nc1ccccc1C(=O)NCc1ccccc1
4.661,4.707,77.67,419.478,3,2,5,O=C1c2[nH]nc(-c3ccccc3)c2C(c2ccccn2)N1CCc1c[nH]c2ccccc12
3.037,3.036,41.48,287.329,2,2,4,OC1CCOc2c(NCCc3ccccc3F)cccc21
3.255,3.255,63.38,341.366,4,0,2,Cn1c2nc3ccccc3nc2c2c(=O)n(Cc3ccccc3)cnc21
0.113,0.113,107.11,278.392,4,1,4,Cc1nc(C)c(S(=O)(=O)N(C)CC(C)(C)O)s1
1.251,1.251,71.25,308.419,4,1,7,CC(C)CC(O)C1CCN(C(=O)CCCn2cncn2)CC1
3.908,3.909,98.81,408.415,6,1,4,COc1cccc(-c2cc(-c3nc4c5cnn(-c6ccccc6)c5ncn4n3)n[nH]2)c1
2.951,2.951,73.45,325.756,4,1,3,Cn1cnc2c(Nc3cnn(-c4ccc(Cl)cc4)c3)ncnc21
0.817,0.817,88.98,272.302,3,2,1,N#Cc1c[nH]c(C(=O)N2CC(=O)NC3CCCCC32)c1
2.159,2.15,169.28,457.526,9,2,3,[H]C(c1ccncc1)(c1c(O)nc2n(c1=O)CCCS2)c1c(O)nc2n(c1=O)CCCS2
4.042,4.042,74.86,436.515,3,1,8,CNS(=O)(=O)c1ccc(CCC(=O)N(Cc2ccc(F)cc2F)C2CCCC2)cc1
4.357,4.357,84.09,422.926,4,1,6,CCCN(CCC)S(=O)(=O)c1cc2c(cc1Cl)Oc1ccc(C)cc1NC2=O
2.608,2.608,82.35,340.348,4,2,2,CC1(C)Oc2ccc(C#N)cc2[C@@H](NC(=O)c2ccc(F)cc2)[C@@H]1O
4.958,4.958,115.83,495.483,5,2,5,Cc1cccc(NC(=O)c2oc3ccccc3c2NC(=O)c2cc(-c3ccc4c(c3)OCCO4)on2)c1
-0.538,-0.286,156.01,401.461,6,3,7,CNS(=O)(=O)c1cn(CC(=O)Nc2ccc(C)cn2)cc1S(=O)(=O)NC
-0.256,-0.244,76.46,316.355,4,1,3,COc1cc(=O)[nH]cc1C(=O)N1CCCC1c1cn(C)nc1C
0.295,0.295,87.51,295.357,5,0,1,CC1CN(C(=O)c2cnc3n(c2=O)CCS3)C(C)CO1
4.114,2.643,59.3,390.271,3,1,3,Cc1c(CC(=O)O)c2c(n1-c1ccc(Br)cc1)CC(C)(C)CC2=O
2.311,2.311,99.01,345.764,6,0,2,O=S(=O)(c1cccc2cccnc12)n1ncc2c(Cl)ncnc21
0.587,0.6,76.66,348.781,4,2,4,COc1cc(=O)[nH]cc1C(=O)N[C@@H]1CCO[C@H]1c1ccc(Cl)cc1
-0.133,-1.467,91.41,398.495,5,2,7,COCCCNC1=NCCNC12CCN(S(=O)(=O)c1ccc(F)cc1)CC2
2.989,2.664,124.51,585.7,7,2,7,CN1CCN(c2ccc(C(=O)Nc3c[nH]c4ncnc(-c5cnn(C6CCN(C(=O)OC(C)(C)C)CC6)c5)c34)cc2)CC1
2.937,2.874,73.63,259.694,3,2,3,CNc1ccc(Nc2ccc(Cl)c(C#N)n2)cn1
1.922,1.922,109.08,337.414,4,1,4,COc1ccccc1CNC(=O)c1cc2c(s1)CS(=O)(=O)C2
4.634,4.634,48.0,431.523,4,0,6,COc1ccc(C(=O)N2CCC(c3ccc(OC)cc3)(c3ccc(OC)cc3)CC2)cc1
4.686,4.922,48.64,423.506,4,0,6,CC1(COc2ccccc2)CC(n2ccnc2)C(c2ccc(-c3ccccc3)cc2)=NO1
1.835,1.835,110.49,335.769,4,0,3,Cc1noc(C)c1Cc1nc(-c2c(Cl)nc3sccn23)no1
2.483,2.483,65.45,380.44,4,0,7,COCCN(C)C(=O)Cn1c(-c2ccccc2)nn(-c2cccc(C)c2)c1=O
3.404,2.713,55.76,304.245,4,1,3,O=c1c(O)c(-c2ccccc2OC(F)F)oc2ccccc12
5.14,5.544,28.68,306.309,1,1,2,Fc1cc(F)cc(-c2cc3cc(-c4ccccc4)[nH]c3cn2)c1
1.922,2.048,113.19,328.43,5,2,6,CCc1nnc(S(=O)(=O)C(C)C(=O)NCC2CCCCC2)[nH]1
2.65,2.65,93.9,284.27,5,1,5,CCOC(=O)c1c(-c2ccccc2)noc1-c1c[nH]nn1
1.74,1.787,92.68,362.447,4,1,5,CCN1C(=O)C(C)(C)c2cc(S(=O)(=O)Nc3cnn(CC)c3)ccc21
1.859,1.858,87.54,330.382,5,2,6,CCOC(=O)C1=C(n2[nH]c3nc(C)cc(COC)c3c2=N)CCC1
0.396,0.396,86.79,303.313,4,1,2,CC(=O)Nc1cccc(C2(C)C(=O)N(C)C(=O)N(C)C2=O)c1
3.06,3.06,94.07,388.376,6,2,4,COc1ccccc1Nc1nc2nccc(-c3ccc4c(c3)OCO4)c2c(=O)[nH]1
3.793,3.793,79.96,471.98,3,1,4,CC(C)n1c(N2CCCN(C(=O)c3cc4cc(Cl)ccc4[nH]3)CC2)cc(=O)n(C(C)C)c1=O
4.303,4.222,67.67,439.336,4,0,3,Cc1nn(C)c2c1N(C(=O)OC(C)(C)C)CC(C)N2C(=O)c1cc(Cl)cc(Cl)c1
4.615,4.615,89.87,391.33,4,1,4,Fc1cc(F)cc(-c2noc3ncnc(Nc4ccc(-c5ccno5)cc4)c23)c1
1.073,-0.484,65.12,392.536,4,1,2,CN1CC2(CCN(C(=O)NC3CCCCC3)CC2)CC1C(=O)N1CCOCC1
4.253,4.321,122.99,493.618,5,1,4,CCc1c2c(nc3sc(C(=O)N4CCc5cc(OC)c(OC)cc5C4)c(N)c13)CC(C)(C)CC2=O
2.902,3.189,43.18,330.383,3,0,2,c1cc2ccn(-c3ccc4ccnc(N5CCOCC5)c4c3)c2cn1
0.564,0.579,95.16,323.367,4,1,3,Cc1cc(C)cc(N(C)S(=O)(=O)c2cn(C)c(=O)[nH]c2=O)c1
2.896,2.896,115.44,503.526,7,1,4,O=C1Nc2ccccc2Oc2cc(Oc3cccc4cccnc34)c(S(=O)(=O)N3CCOCC3)cc21
3.631,3.631,40.69,305.331,3,0,2,CCn1c2ccccc2n2cc(-c3ccc4c(c3)OCO4)nc12
2.388,2.391,131.08,392.449,5,1,5,COC(=O)c1c(C)n(C(C)=O)c2ccc(NS(=O)(=O)c3cccs3)cc12
1.654,1.005,98.19,408.404,7,1,5,COc1ccc2c(c1OC)C(=O)OC2c1c(O)cc(C)n(Cc2ccccn2)c1=O
4.998,4.998,76.78,331.495,1,0,2,CN(C(=O)c1cc2c(s1)-c1ccsc1CC2)C1CCCCC1
3.34,3.34,34.7,346.426,3,0,4,c1ccc(-c2cn3c4ccccc4n(CCN4CCOCC4)c3n2)cc1
4.729,4.728,78.02,477.622,4,0,4,Cc1cc(N2CCCCC2)nc(N2CCN(S(=O)(=O)c3ccc4cccc5c4c3CC5)CC2)n1
0.953,0.953,91.52,413.351,4,0,8,CN(C)S(=O)(=O)CCCS(=O)(=O)N(C)Cc1ccc(Br)cc1
4.112,4.211,116.61,477.536,7,1,5,Cc1ccc(-c2ccc(-n3nc(C)c(S(=O)(=O)Nc4ccc5c(c4)OCCO5)c3C)nn2)cc1
4.967,4.967,25.24,344.449,1,0,2,Cn1cc(C2c3ccccc3C(=O)N2C2CCCCC2)c2ccccc21
2.57,2.571,62.74,397.511,4,0,7,CC(C)COc1cc(=O)n2c(c1C(=O)N(C)CCc1ccccn1)CCCCC2
4.994,4.722,82.19,595.968,5,0,9,CN(C(=O)CN(c1ccc(Cl)c(Cl)c1)S(C)(=O)=O)C(CN1CCCC1)c1ccc(-c2ccnc(Cl)c2)cc1
3.322,3.322,70.49,255.292,3,0,1,COc1cccc2c1Oc1ccsc1C=C2C#N
5.324,5.324,47.28,385.26,3,1,3,OC1CCCC1Oc1cc(-n2nc3c(c2Cl)CCCC3)c(F)cc1Cl
3.886,3.886,77.22,373.471,2,1,3,Cc1nc(-c2ccc3c(c2)CCN3C(=O)Cc2c[nH]c3ccccc23)cs1
1.395,1.395,103.93,410.402,5,1,5,CC(C)(C)NC(=O)Cn1nc2c(-c3nc(-c4cccc(F)c4)no3)cccn2c1=O
2.645,2.645,77.23,318.333,5,1,5,c1ccc(Oc2cccc(CNc3ccc4nnnn4n3)c2)cc1
1.893,1.893,111.02,471.307,6,2,6,O=C(NCC1CCCO1)c1ccc(NC(=O)c2nc(-n3cnnc3)ccc2Br)cc1
-0.046,2.673,140.32,543.61,7,3,8,CC(C)(C)NC(=O)CN1CCN(c2cc(C(=O)O)c3cc(NS(=O)(=O)c4ccc(F)cc4)ccc3n2)CC1
2.781,2.318,73.75,387.451,5,2,5,Oc1cc(F)cc(CNC2CCCN(c3cc(N4CCOCC4)ncn3)C2)c1
1.332,1.435,116.42,397.309,6,3,6,COc1ccc(N2C(=O)CC(NNC(=O)c3cc(C(F)(F)F)n[nH]3)C2=O)cc1
6.099,6.099,115.21,566.864,6,2,9,CC(C)NC(=O)c1cc(Cl)cc(Cl)c1NC(=O)c1cc(OCC(=O)C(C)(C)C)nn1-c1ncccc1Cl
2.57,2.57,70.67,365.442,4,2,7,CC(C)(C)OC(=O)NC(CC(=O)N1CCCCN1)Cc1ccccc1F
3.624,3.107,59.81,316.357,3,1,4,O=c1cc(-c2ccccc2)[nH]c2nc(CCc3ccccc3)nn12
1.587,1.587,121.02,447.548,5,2,4,CC1CCC(NC(=O)c2ccc(CN3C(=O)NC4(CCS(=O)(=O)CC4)C3=O)cc2)CC1
-0.029,-0.014,87.74,341.361,4,2,4,COc1cc(=O)[nH]cc1C(=O)NC1CCCN(c2ccccc2)C1=O
4.692,4.667,120.58,359.398,4,1,4,COC(=O)c1ccc2nc(Nc3nc4ccc(F)cc4s3)sc2c1
4.359,4.359,67.13,394.417,5,0,3,[H][C@@]12COc3cc(OC)c(OC)cc3[C@]1([H])C(=O)c1ccc3oc(C(C)C)cc3c1O2
2.843,2.843,49.85,360.49,3,0,4,CC(C)COc1cc(=O)n2c(c1C(=O)N1CCC(C)CC1)CCCCC2
5.689,5.687,72.83,410.503,5,1,3,C[C@H]1CCCC(=O)CCCCCc2cc(OCc3ccccc3)cc(O)c2C(=O)O1
