,SMILES,AlogP,Molecular_Weight,Num_H_Acceptors,Num_H_Donors,Num_RotatableBonds,LogD,Molecular_PolarSurfaceArea
1683,COc1ccc(C(=O)N2CCn3c(nnc3[C@@H]3C[C@@H](O)CN3C(=O)C(C)C)C2)c(C)c1,1.04,427.497,6,1,4,1.04,100.79
2522,CC1=CC(C)(C)N2C(=O)C3(NCCc4c3[nH]c3ccccc43)c3cccc1c32,3.971,369.459,2,2,0,3.971,48.13
2988,O=C1NC(=O)c2c1cc1ccccc1c2-c1ccccc1,3.083,273.285,2,1,1,3.186,46.17
1455,Cc1nn(CC(=O)NCCN2CCCCC2C)c(C)c1C,1.887,292.42,3,1,5,0.469,50.16
506,CC(c1ccc(S(C)=O)cc1)N(C)C(=O)C1CCC(c2ccccc2)CC1,4.381,383.547,2,0,5,4.381,56.59
1543,CCOC(=O)c1cccc(NC(=O)N2Cc3c(sc4c3CCCC4)-n3cccc3C2c2cccc(Cl)c2)c1,7.2,546.08,3,1,5,7.2,91.8
1453,OC(Cn1ccnc1)c1ccc(Cl)cc1Cl,2.324,257.116,2,1,3,2.346,38.04
1878,CCO[C@H]1CN(Cc2cccc(F)c2OC)C[C@@H]1O,1.647,269.312,4,1,5,1.153,41.93
1205,CCOC(=O)/C(=C/OC)n1c(COc2ccc(C)cc2C)noc1=O,2.24,348.35,7,0,8,2.24,86.66
2543,CCOC(=O)C1(C(=O)OCC)Cc2ccccc2C(C)(c2ccccc2)C1,4.727,366.45,4,0,7,4.727,52.6
61,Cc1[nH]c(C(=O)NCc2ccc3c(c2)OCO3)c(C)c1S(=O)(=O)N1CCCCCC1,2.896,433.521,5,2,5,2.896,109.11
1175,Cc1cc(C(C)(C)C)cc(C)c1CS(=O)(=O)CCn1cccn1,4.034,334.476,3,0,6,4.034,60.34
3484,CCC1CN(C(=O)c2cc(S(=O)(=O)N3CCOCC3)cn2C)c2cc(Cl)ccc2O1,2.584,453.94,5,0,4,2.584,89.46
2297,CCCCN(C)C(=O)CSc1nnc2c3cc(-c4cc(C)ccc4C)nn3ccn12,4.43,422.546,5,0,7,4.429,93.1
3106,CC(c1cncs1)N(C)C(=O)c1cnn(C(C)C)c1,1.221,278.373,3,0,4,1.223,79.25
2797,COc1cc(CN2CCC(NC(=O)c3cc4cc(Br)c5ccccc5c4o3)CC2)cc(OC)c1OC,4.934,553.444,5,1,7,4.934,73.17
456,COc1c(-c2coc3cc4c(cc3c2=O)CC(OC(C)=O)C(C)(C)O4)ccc2c1C=CC(C)(C)O2,4.146,476.518,7,0,4,4.146,80.29
1550,Cc1cc2c(cc1C)OC(c1nc(N(C)C)no1)C2,3.226,259.304,3,0,2,3.226,51.39
1116,COc1ccc([C@H]2COc3c(ccc(O)c3OC)C2)c(OC)c1O,3.162,332.348,6,2,4,3.134,77.38
2500,COc1cc(=O)[nH]cc1C(=O)NCC(C)N1CCCCC1=O,-0.981,307.345,4,2,5,-0.943,87.74
519,COc1cc2c(cc1OC)CCN(C(C)C(=O)NC(C)C)CC2,2.537,320.427,4,1,5,2.522,50.8
394,O=c1ccc(-c2ccc(S(=O)(=O)NCCCN3CCN(c4ccccc4)CC3)s2)n[nH]1,2.267,459.585,5,2,8,0.746,130.72
2433,Cc1ccc(Nc2nc(-c3sc(C)nc3C)cs2)nc1,3.489,302.418,3,1,3,3.503,107.18
147,CN1C(=O)c2ccccc2C(C(=O)Nc2nc3ccccc3[nH]2)C1c1ccccc1,3.462,396.441,3,2,3,3.439,78.09
2733,CC(=O)c1c(C)cc(C)c(CS(=O)(=O)c2nncn2C)c1C,2.249,321.395,5,0,4,2.249,90.3
3390,Cn1c(=O)c2cc(C(=O)O)c(=O)n(C)c2n(C)c1=O,-0.74,265.222,5,1,1,-2.214,98.23
50,CC(=O)c1cnc2c(C)c(-c3ccc(C)cc3)nn2c1C,3.044,279.336,3,0,2,3.044,47.26
72,Cc1cc(C)n(CCCN(C)Cc2cn(C(C)C)c3cc(F)ccc23)n1,4.123,356.48,2,0,7,4.027,25.99
3290,CCc1nc(C)sc1CNC(=O)Nc1ccc2c(cnn2C)c1,2.123,329.42,3,2,4,2.123,100.07
1786,CCC(Oc1ccccc1F)C(=O)Nc1c(C)cccc1C,4.635,301.355,2,1,5,4.635,38.33
36,Cc1cc(C)n2nc(C(=O)N3C[C@@H](N)C[C@H]3C(=O)NC(C)C)cc2n1,-0.488,344.411,5,2,3,-1.031,105.61
2979,CN(C)CCCNCc1cccc(Oc2nnnn2-c2ccccc2)c1,2.557,352.433,6,1,9,1.986,68.09
2312,COc1ccc(C2(C)CC(C)(C)Nc3ccccc32)cc1,4.225,281.392,1,1,2,4.225,21.26
1145,NC(=O)COc1ccc(-c2nc(-c3ccccc3)no2)cc1,1.982,295.293,4,1,5,1.982,91.24
3466,N#Cc1ccc2ncc(/C=C/c3nc4ccccc4o3)n2c1,2.796,286.288,3,0,2,2.821,67.12
2330,O=C(CCN1C(=O)c2ccccc2N2C(=O)c3ccccc3C12)NCC1CCOCC1,1.733,419.473,4,1,5,1.733,78.95
142,C[C@H](Nc1ncnc2[nH]cnc12)c1cc2ccccc2nc1-c1ccccc1,4.207,366.419,4,2,4,4.207,79.38
1471,Cc1ccccc1S(=O)(=O)N(CCn1nnc(C(=O)O)c1C(=O)O)C1CCCCC1,3.102,436.482,8,2,8,0.356,151.06
312,c1ccc2c(c1)ccc1nnc(-c3c[nH]c4ccccc34)n12,3.876,284.315,2,1,1,3.875,45.98
3483,CCOc1ccc(N2C(=O)N=C(O)C3(Cc4c(ccc5ccccc45)N(C)C3)C2=O)cc1,4.455,429.468,5,1,3,4.455,82.44
2662,N#Cc1cnn2c(O)cc(Cc3ccccc3)nc12,2.26,250.255,4,1,2,2.259,74.21
3455,Cc1ccc(S(=O)(=O)n2cc(Br)c3c(N4C[C@@H](C)O[C@@H](C)C4)ncnc32)cc1,4.279,465.364,5,0,3,4.279,85.7
3408,Nc1ccc(Sc2nccc(-c3cccs3)n2)cc1,3.844,285.387,3,1,3,3.844,105.33
2920,CCCN(CCC)C(=O)c1cccc(C(=O)NN(Cc2ccc(Br)cc2)C(=O)CN[C@H](C(=O)NCc2cccc(OC)c2)C(C)C)c1,5.328,708.685,6,3,17,4.746,120.08
1192,Fc1ccccc1-c1cc(NC2CCNCC2)n2nccc2n1,2.178,311.357,3,2,3,1.799,54.25
2170,Cc1cc(C(=O)NC2CCCc3c2[nH]c2ccccc32)c2c(C)noc2n1,3.383,360.409,3,2,2,3.383,83.81
1317,CCCCN(C)Cc1cc(=O)oc2cc(C)c(O)cc12,3.506,275.343,4,1,5,2.352,49.77
2531,CN(C)C1(CNC(=O)C(O)c2ccccc2Cl)CCCCC1,2.938,324.846,3,2,5,1.398,52.57
2565,Cc1c(-c2cc(Cn3ccnc3C(C)C)on2)cnn1C,2.171,285.344,3,0,4,2.28,61.67
3007,COc1cc(C2CC(=O)Oc3cc4c(c(OC)c32)C(=O)O[C@@H](C)CCCC(=O)CCC/C=C/4)cc2c1OCCO2,5.049,550.596,9,0,3,5.049,106.59
1170,O=C1CCC2=C1C(c1ccccc1)Nc1ccccc1N2,2.924,276.332,1,2,1,2.909,41.13
2527,Fc1ccc(-c2ccnc3nc(-c4ccncc4)nn23)cc1,2.862,291.282,4,0,2,2.866,55.97
2931,O=C(Cn1c(=O)oc2ccccc21)N[C@@H]1CCN(c2cnccn2)C[C@H]1O,0.053,369.375,6,2,4,0.053,107.89
152,CC(=O)Nc1cccc(C(=O)Nc2ccccc2)c1,1.735,254.284,2,2,3,1.735,58.2
1451,CN(C1CCNCC1)S(=O)(=O)c1ccc(Cl)s1,0.767,294.821,3,1,3,0.388,86.03
3343,COc1ccc(COc2ncnc3sc(C)c(C)c23)cc1F,4.039,318.366,4,0,4,4.039,72.48
1611,O=S(=O)(Cc1cc(F)ccc1F)NCCn1ccc(-c2ccsc2)n1,3.066,383.436,3,1,7,3.076,100.6
2799,OC1(Cc2cccc(Br)c2)CCNCC1,1.726,270.166,2,2,2,0.619,32.26
3166,COC(=O)c1cc(I)c(N)c(I)c1C,2.581,416.982,2,1,2,2.581,52.32
1073,Cc1c(O)ccc2c1oc1c(-c3cccnc3O)c3cnn(C(C)C)c3nc12,4.295,374.393,5,2,2,4.378,97.2
1639,NC(N)=Nc1nc(-c2cc3ccccc3o2)cs1,2.334,258.299,2,2,2,2.329,118.66
42,CC(C)n1nc(CNc2ccc(Cl)cc2)[nH]c1=O,2.131,266.727,2,2,4,2.13,56.73
3036,CS(=O)c1nc(-c2cccs2)cc(-c2ccccc2)c1C#N,3.946,324.42,3,0,3,3.946,101.19
5,COc1c(F)c(F)cc2c(=O)c(C(=O)NCCCN3CCCC3=O)cn(C3CC3)c12,1.335,419.422,4,1,7,1.335,78.95
55,CN1N=C(c2ccc(-n3cncn3)cc2)CC1c1cnn(C)c1,1.283,307.353,4,0,3,1.283,64.13
2070,COc1cc(Cl)c(C)cc1NC(=O)Cn1ncc2c(N3CCN(c4ccccn4)CC3)ncnc21,3.589,492.961,6,1,6,3.589,101.3
1677,CN(C)CC(C)(C)CNc1ncnc2c1cnn2-c1ccccc1,3.077,324.423,4,1,6,1.932,58.87
987,O=C(Nc1nc2ccc(F)cn2n1)NC1C2CCOC2C12CCC2,1.311,331.345,4,2,2,1.269,80.55
1067,CC(C)C1(C)SC(NC2CC3CCC2C3)=NC1=O,3.546,266.402,3,1,3,3.546,66.75
2512,Cc1ccc(S(=O)(=O)/N=C(\NCc2ccccc2)c2ccc(F)cc2)cc1,4.079,382.451,3,1,6,4.079,66.91
511,CCOc1ccc(S(=O)(=O)/N=C2/CCCCCN2)cc1,1.639,296.385,4,1,4,1.544,76.14
3320,Cc1nc2c3ccccc3nn2c(C)c1CC(=O)NCCc1c[nH]cn1,1.182,348.402,4,2,5,1.733,87.97
1738,Cc1nc2nc(Cl)n(Cc3ccc(-c4cc(CC(C)C)sc4S(=O)(=O)NC(C)(C)C)cc3)c2cc1-c1ccccc1,7.524,607.229,4,1,9,7.524,113.5
2921,Cc1nc(C(=O)NC(C)C(C)(C)C)c2n1CCCC2,2.52,263.378,2,1,3,2.539,46.92
1335,CCOC(=O)C(OC(C)(C)C)c1c(C)nc2c(Br)c(C)nn2c1-c1ccc(Cl)cc1,4.954,494.809,5,0,7,4.954,65.72
1710,CCOC(=O)Cc1cc(=O)n2nc(Cc3ccccc3)c(-c3ccccc3)c2[nH]1,4.0,387.431,4,1,7,4.0,73.22
241,CS(=O)(=O)N1CCCC1C(=O)Nc1nc2cc3c(cc2s1)OCO3,0.996,369.416,6,1,3,1.016,134.44
2617,Clc1nnc(Cl)c2c1ncn2Cc1ccccc1,3.264,279.125,3,0,2,4.262,43.6
2722,N#Cc1ccc2nc(N3CCc4c(ncn4-c4ccccc4)C3)ccc2c1,4.144,351.404,3,0,2,4.062,57.74
1665,O=C(CCCc1ccc2c(c1)-c1ccccc1C2)NC1CCCNC1=O,3.304,348.438,2,2,5,3.304,58.2
255,COc1cc2c(cc1Nc1ncc(Cl)c(Nc3ccccc3S(=O)(=O)C(C)C)n1)CCCN(C(=O)CO)C2,4.304,560.065,7,3,8,4.303,142.13
3294,Brc1ccc(C2CC(c3ccc(Br)cc3)n3ncnc3N2)cc1,4.748,434.128,2,1,2,4.741,42.74
1746,CN(C)CCCn1c(-c2ccccc2)c(-c2ccccc2)c2c1ncn1nc(-c3ccncc3)nc21,4.694,473.572,5,0,7,3.371,64.14
1279,O=C(O)c1cc(-c2ccccc2)nn1-c1ncccc1-c1ccccc1,4.831,341.363,4,1,4,3.357,68.01
871,CCOC(=O)c1c(NC(=O)c2cc(OC)c(OC)c(OC)c2)sc(C)c1-c1ccc(OC)c(OC)c1,4.187,515.575,8,1,11,4.187,129.79
2912,Cn1ncc2c(NNC(=O)c3ccc(O)cc3)ncnc21,1.204,284.273,5,3,3,0.945,104.96
2741,CCN(C(=O)COC(=O)c1cc2c(C)nn(-c3ccccc3)c2s1)c1cccc2ccccc12,5.325,469.555,4,0,7,5.325,92.66
893,Fc1ccc2onc(-c3cnc4c(c3)COc3ccccc3-4)c2c1,4.169,318.301,3,0,1,4.169,48.15
1419,CC(=O)c1c(NC2CCCc3ccccc32)[nH]c2c(C)cc(Cl)cc2c1=O,4.865,380.867,2,2,3,4.865,58.2
1801,Cc1cc(C)c(S(=O)(=O)NCc2nc(N)n(S(=O)(=O)c3c(C)cc(C)cc3C)n2)c(C)c1,4.042,477.6,6,2,6,4.043,153.8
2357,COc1ccc(C2=NN(c3nc4ccccc4s3)C(=O)C2)cc1,3.406,323.369,4,0,3,3.406,83.03
1854,COc1cc(N2CCN(C(C)=O)CC2)ccc1Nc1ncc(Cl)c(Nc2ccc(N3CCN(S(C)(=O)=O)CC3)cc2OC)n1,3.392,645.173,7,2,9,3.392,140.84
915,COc1cccc(CN(c2nc3nc(C)c(Cl)c(C)n3n2)S(=O)(=O)c2ccc(Cl)cc2)c1,4.916,492.378,6,0,6,4.916,98.07
3234,Cc1ccc2c(c1)ncc1c(-c3ccccc3)nn(-c3cccc(C)c3C)c12,6.848,363.454,2,0,2,6.877,30.71
473,O=C(CN1C(C(=O)c2ccccc2)=C(O)c2ccccc2S1(=O)=O)Nc1ccc(Br)cc1F,3.322,531.351,5,2,5,2.619,112.16
2398,CC(C)(C)C1CCc2onc(C(=O)NCCCOc3ccccc3F)c2C1,4.37,374.449,3,1,7,4.37,64.36
985,COc1ccc(-c2nc(-c3ccc(OC)cc3)c(-c3ccc(OC)cc3)s2)cc1,5.918,403.493,4,0,6,5.925,68.82
3490,Cn1c(=O)c(-c2ccc3ccccc3n2)cc2cc(Br)ccc21,4.3,365.223,2,0,1,4.564,33.2
3465,COC(=O)c1cc2c(c(N(C)C)c1)OC(C)(C)C=C2,2.634,261.316,3,0,3,2.634,38.76
335,CCc1c(OCC(=O)Nc2cc(OC)c(OC)c(OC)c2)c(=O)ccn1CCO,0.658,406.43,7,2,10,0.658,106.56
551,COc1cc2[nH]c3c(=O)n(-c4ccccc4)ncc3c2cc1OC,3.188,321.33,4,1,3,3.187,66.92
1285,CC(C)NC(=O)c1c(Cl)nn(C)c1NC(=O)c1cc(Br)nn1-c1ncccc1Cl,3.75,501.165,5,2,5,3.75,106.72
328,CC1CC(=O)N(c2ccc(-c3cccc(C#N)c3)cc2)N=C1c1ccc(O)cc1,4.449,381.427,4,1,3,4.446,76.69
2918,CCCc1noc2nc(CC)cc(C(=O)N(C)Cc3ncon3)c12,1.543,329.354,5,0,6,1.543,98.15
2628,CCC(Oc1ccccc1C)C(=O)Nc1ccccc1C(=O)NC,3.152,326.39,3,2,6,3.152,67.42
66,O=C(NC1Cc2ccccc2C1)NC1CCCn2ncnc21,1.716,297.355,3,2,2,1.716,71.84
1716,CCn1nc(N2CCCC(NC(=O)c3cn[nH]c3)C2)ccc1=O,-0.198,316.358,4,2,4,-0.227,93.69
1942,[H][C@]12CCc3nnc(-c4ccncc4)n3[C@@]1([H])CN(S(=O)(=O)c1sc(C)nc1C)C2,0.521,416.52,6,0,3,0.525,130.49
2078,Cc1cc2cc[nH]c2cc1NC(=O)Cc1ccc(F)cc1F,3.84,300.303,1,2,3,3.84,44.89
2896,COc1cc(-c2nc3ncccn3c2NC2CCCC2)cc(OC)c1OC,3.833,368.43,5,1,6,3.592,69.91
718,COCCCn1c(C(=O)Nc2cc(Cl)ccc2OC)cc2c(=O)n3ccccc3nc21,2.417,440.88,5,1,7,2.417,85.16
2140,CCCc1nc(N2CCN(CC(=O)N3CCCC3)CC2)c(C#N)c2c1CCC2,3.406,381.514,4,0,5,3.401,63.47
2158,CN(c1ccc(Cl)nn1)c1ccc(N)cc1Cl,3.298,269.13,2,1,2,3.298,55.04
744,CC(C)c1noc(CCCn2ccc(-c3ccc(Br)cc3)n2)n1,4.376,375.263,3,0,6,4.376,56.74
140,Cc1oc(=O)n(Cc2cc(C(N)=O)oc2C(C)(C)C)c1C,2.144,292.33,3,1,4,2.144,85.77
1880,COc1ccc(-n2ccc3cc(NC(=O)N4CCOCC4)ccc32)cc1Cl,3.563,385.844,3,1,3,3.563,55.73
1097,Cc1c(CC(=O)O)c2ccccc2n1C(=O)c1ccc(N2CCOCC2)nc1,2.826,379.409,5,1,4,1.356,84.66
1029,O=C(O)C(c1ccsc1)N1C[C@@H]2Oc3c(F)ccc(F)c3O[C@@H]2C1,-0.131,353.341,5,1,3,1.382,87.24
1082,COc1ccccc1CCN1C(O)=c2ccccc2=NC12C(=O)Nc1ccccc12,3.969,399.442,4,2,4,3.967,74.16
2347,CCOc1ccc(CCNC(=O)Cn2cccc2C(=O)c2ccccc2C)cc1OCC,4.94,434.527,4,1,11,4.94,69.56
2074,COc1cc(C(=O)Nc2cnn(CCCC(=O)O)c2)cc(OC)c1OC,1.266,363.365,7,2,9,-0.187,111.91
3213,CC1NC(=O)CCC1NS(=O)(=O)c1cccc2ccoc12,0.898,308.353,3,2,3,0.909,96.79
583,CC(C)(C)c1csc(NNC(=O)c2ccc(Br)cc2)n1,4.211,354.265,2,2,4,4.194,82.26
1841,O=C(c1c(F)cccc1F)N(Cc1n[nH]c(=O)[nH]1)c1ccccc1,2.127,330.289,3,2,4,2.127,73.8
3416,CCN(CC)CCN(C)Cc1cccc2ccccc12,3.648,270.412,2,0,7,2.148,6.48
930,CCN(CC)CCCNc1sc(S(C)(=O)=O)nc1S(=O)(=O)c1ccc(C)cc1,3.312,445.62,6,1,10,1.759,141.44
2486,Cc1ccc(CN(CCCn2ccnc2)Cc2ccc3ncccc3c2)s1,-0.991,568.641,10,4,13,-3.321,194.31
108,COC(=O)C1(C)Cc2ccc(Cl)cc2C(=O)O1,2.578,254.666,4,0,2,2.578,52.6
1119,O=C(Nc1nccs1)c1cc2ccc3cccnc3c2[nH]1,2.383,294.331,3,2,2,2.405,98.91
1628,Cc1ccc(-c2noc(CCC(=O)N(C)C)n2)c(=O)n1C(C)C,0.362,318.371,4,0,5,0.362,79.54
102,Cc1ccc(OCCn2c(C)c(/C=N/n3cnnc3)c3ccccc32)cc1C,4.294,373.451,4,0,6,4.294,57.23
1866,COc1ccccc1NC(=O)C1c2ccccc2Oc2ccccc21,3.857,331.365,3,1,3,3.858,47.56
3322,O=c1[nH]ncc(Nc2ccc3[nH]ncc3c2)c1Br,0.881,306.118,3,3,2,0.871,82.16
1884,CC(NNc1ccccc1)=C1C(=O)NC(=O)NC1=O,0.392,260.249,3,4,3,0.49,99.32
2828,CCOC(=O)c1c2ccc(N(CC)CC)cc2n2c(Cl)cccc12,4.8,344.835,2,0,6,4.543,33.95
2952,CCCn1c(=O)c2c(nc3n2C(C)C(C)=NN3CCCO)n(C)c1=O,1.138,348.4,5,1,5,1.081,94.27
3401,Cc1ccc(S(=O)(=O)N2CCN(C(=O)CN3CCOCC3)C2c2ccc(Cl)cc2Cl)cc1,3.455,498.423,5,0,5,3.453,78.54
278,COC(=O)c1c(OC)cc2c(c1C)Oc1c(Cl)c(O)c(Cl)c(C)c1C(=O)O2,4.89,413.206,7,1,3,4.191,91.29
3292,Nc1ncc(Br)cc1S(=O)(=O)NCCC(=O)NCc1ccco1,0.204,403.252,4,3,7,0.212,135.7
1669,CC1C(c2ccccc2)CCC(C(=O)O)C1C(=O)O,2.642,262.301,4,2,3,1.076,74.6
185,CCN1CCC(N(C)S(=O)(=O)c2c(C)cc(C(C)(C)C)cc2C)CC1,3.779,366.561,3,0,5,3.306,49.0
2453,c1ccc2c(c1)nc(-c1ccsc1)n2Cc1ccsc1,4.384,296.41,1,0,3,4.384,74.3
208,C[C@H](Nc1ccnc2c1NC(=O)CN2)c1cc2cccc(Cl)c2c(=O)n1-c1ccccc1,3.176,445.901,3,3,4,3.235,86.35
1193,Cc1ccc(S(=O)(=O)N[C@@H]2c3c(Cl)cccc3[C@H](C(=O)OC(C)C)[C@H]2C(=O)OC(C)C)cc1,4.442,494.0,6,1,9,4.47,107.15
1220,Cc1ccc(NC(=O)NCC(C(C)C)N(C)C)cc1,2.791,263.378,2,2,5,1.379,44.37
1726,COc1ccc(-c2nnc(N(C)C)n2-c2ccc(C)cc2)c(OC)c1,4.058,338.404,4,0,5,4.058,52.41
3319,Cc1ccccc1-c1nc2ccccc2cc1Cn1nc(NCCCO)c2c(N)ncnc21,3.966,439.512,5,3,7,3.88,114.77
724,COC(=O)c1scc2c(NCCc3ccc(F)cc3)c(C(C)=O)c(=O)[nH]c12,2.097,388.413,4,2,7,2.097,112.74
1733,O=C1CC(c2ccccc2Cl)CC2=C1C(c1ccc3c(c1)OCO3)Nc1ccccc1N2,5.096,444.91,3,2,2,5.087,59.59
3254,Nc1cccc(Nc2nc(Cl)nc3[nH]ccc23)c1,2.742,259.694,2,3,2,2.739,79.62
19,CCC(CO)Nc1ncc2cc3ccccc3nc2c1C#N,2.791,292.335,4,2,4,3.045,81.83
1150,Cc1nccc(CNc2c(C#N)cnc3c(F)ccc(Cl)c23)n1,2.549,327.743,4,1,3,2.549,74.49
468,Cc1cnc(NC2CC(C)OC(C)C2)nc1NC1CC(C)OC(C)C1,2.407,348.483,4,2,4,2.407,68.3
3377,CCS(=O)(=O)c1ccc(Cc2ccc(S(=O)(=O)CC)cc2)cc1,3.554,352.468,4,0,6,3.554,85.04
54,CC(=O)N(c1nc(COC(=O)/C=C/c2cnn(C)c2)cs1)c1c(C)cc(C)cc1C,3.96,424.516,5,0,7,3.965,105.56
1213,O=S(=O)(c1ccc(Cl)s1)N1CCNCC1,0.613,266.768,3,1,2,0.333,86.03
1529,COc1ccc(C(C)Nc2cncc(-c3nncn3C)c2)cc1F,2.133,327.356,4,1,5,2.149,64.86
1859,Cc1nn(C(=O)c2cccnc2)c(C)c1Cc1c(F)cccc1Cl,4.05,343.783,3,0,3,4.05,47.78
2374,COc1nc(C)cc(C)c1-c1nc2c([nH]1)CC(C)(C)CNC2=O,2.413,314.382,4,2,2,2.452,79.9
1088,Cc1nnc(C)n1/N=C/c1ccc(OCC(N)=O)cc1,0.404,273.29,5,1,5,0.404,95.39
2493,COC[C@]1(C)Oc2ccc(N)cc2[C@H](N(Cc2ncc[nH]2)c2ccc(Cl)cc2)[C@H]1O,2.58,428.912,4,3,6,2.732,96.63
3347,O[C@@H]1C[C@@H](c2nnc3n2CCN(Cc2cccc4[nH]ccc24)C3)N(Cc2ccccc2)C1,2.718,428.529,5,2,5,2.691,73.21
2791,[H][C@@]12Cc3ccc(O)c(OC)c3CN1CCc1cc(OC)c(O)cc12,3.148,327.374,5,2,2,3.141,62.16
2307,Cc1cc(NC(=O)NC(CCN(C)C)C(C)(C)C)n(C(C)(C)C)n1,2.629,337.503,3,2,7,1.198,62.19
1537,Cc1ccc(S(=O)(=O)NNc2ccc(S(=O)(=O)N(C(C)C)C(C)C)cn2)c(Cl)c1,3.448,460.998,5,2,8,3.448,125.22
3388,COc1cc(=O)n2c(c1C(=O)N1CCN(c3ccc(C)cc3)CC1)CCCC2,2.141,381.468,3,0,3,2.141,53.09
2291,COc1cc(=O)n(C)cc1C(=O)N1CCc2[nH]c(=O)c(C#N)cc2C1,-1.781,340.333,5,1,2,-1.76,102.74
1137,O=c1c2sccc2ncn1C1CCc2ccccc2N=C1O,2.894,311.358,4,1,1,2.894,93.5
2845,Cc1nc(O)[nH]c(=O)c1S(=O)(=O)Nc1ccccc1C(=O)NCc1ccccc1,1.167,414.435,6,4,6,1.336,145.33
750,O=C1c2[nH]nc(-c3ccccc3)c2C(c2ccccn2)N1CCc1c[nH]c2ccccc12,4.661,419.478,3,2,5,4.707,77.67
2161,OC1CCOc2c(NCCc3ccccc3F)cccc21,3.037,287.329,2,2,4,3.036,41.48
1126,Cn1c2nc3ccccc3nc2c2c(=O)n(Cc3ccccc3)cnc21,3.255,341.366,4,0,2,3.255,63.38
82,Cc1nc(C)c(S(=O)(=O)N(C)CC(C)(C)O)s1,0.113,278.392,4,1,4,0.113,107.11
122,CC(C)CC(O)C1CCN(C(=O)CCCn2cncn2)CC1,1.251,308.419,4,1,7,1.251,71.25
3445,COc1cccc(-c2cc(-c3nc4c5cnn(-c6ccccc6)c5ncn4n3)n[nH]2)c1,3.908,408.415,6,1,4,3.909,98.81
2518,Cn1cnc2c(Nc3cnn(-c4ccc(Cl)cc4)c3)ncnc21,2.951,325.756,4,1,3,2.951,73.45
3356,N#Cc1c[nH]c(C(=O)N2CC(=O)NC3CCCCC32)c1,0.817,272.302,3,2,1,0.817,88.98
2373,[H]C(c1ccncc1)(c1c(O)nc2n(c1=O)CCCS2)c1c(O)nc2n(c1=O)CCCS2,2.159,457.526,9,2,3,2.15,169.28
3276,CNS(=O)(=O)c1ccc(CCC(=O)N(Cc2ccc(F)cc2F)C2CCCC2)cc1,4.042,436.515,3,1,8,4.042,74.86
3205,CCCN(CCC)S(=O)(=O)c1cc2c(cc1Cl)Oc1ccc(C)cc1NC2=O,4.357,422.926,4,1,6,4.357,84.09
1568,CC1(C)Oc2ccc(C#N)cc2[C@@H](NC(=O)c2ccc(F)cc2)[C@@H]1O,2.608,340.348,4,2,2,2.608,82.35
2277,Cc1cccc(NC(=O)c2oc3ccccc3c2NC(=O)c2cc(-c3ccc4c(c3)OCCO4)on2)c1,4.958,495.483,5,2,5,4.958,115.83
2102,CNS(=O)(=O)c1cn(CC(=O)Nc2ccc(C)cn2)cc1S(=O)(=O)NC,-0.538,401.461,6,3,7,-0.286,156.01
3423,COc1cc(=O)[nH]cc1C(=O)N1CCCC1c1cn(C)nc1C,-0.256,316.355,4,1,3,-0.244,76.46
1372,CC1CN(C(=O)c2cnc3n(c2=O)CCS3)C(C)CO1,0.295,295.357,5,0,1,0.295,87.51
2268,Cc1c(CC(=O)O)c2c(n1-c1ccc(Br)cc1)CC(C)(C)CC2=O,4.114,390.271,3,1,3,2.643,59.3
2216,O=S(=O)(c1cccc2cccnc12)n1ncc2c(Cl)ncnc21,2.311,345.764,6,0,2,2.311,99.01
3107,COc1cc(=O)[nH]cc1C(=O)N[C@@H]1CCO[C@H]1c1ccc(Cl)cc1,0.587,348.781,4,2,4,0.6,76.66
689,COCCCNC1=NCCNC12CCN(S(=O)(=O)c1ccc(F)cc1)CC2,-0.133,398.495,5,2,7,-1.467,91.41
1146,CN1CCN(c2ccc(C(=O)Nc3c[nH]c4ncnc(-c5cnn(C6CCN(C(=O)OC(C)(C)C)CC6)c5)c34)cc2)CC1,2.989,585.7,7,2,7,2.664,124.51
1069,CNc1ccc(Nc2ccc(Cl)c(C#N)n2)cn1,2.937,259.694,3,2,3,2.874,73.63
214,COc1ccccc1CNC(=O)c1cc2c(s1)CS(=O)(=O)C2,1.922,337.414,4,1,4,1.922,109.08
2207,COc1ccc(C(=O)N2CCC(c3ccc(OC)cc3)(c3ccc(OC)cc3)CC2)cc1,4.634,431.523,4,0,6,4.634,48.0
2690,CC1(COc2ccccc2)CC(n2ccnc2)C(c2ccc(-c3ccccc3)cc2)=NO1,4.686,423.506,4,0,6,4.922,48.64
2189,Cc1noc(C)c1Cc1nc(-c2c(Cl)nc3sccn23)no1,1.835,335.769,4,0,3,1.835,110.49
38,COCCN(C)C(=O)Cn1c(-c2ccccc2)nn(-c2cccc(C)c2)c1=O,2.483,380.44,4,0,7,2.483,65.45
2902,O=c1c(O)c(-c2ccccc2OC(F)F)oc2ccccc12,3.404,304.245,4,1,3,2.713,55.76
2377,Fc1cc(F)cc(-c2cc3cc(-c4ccccc4)[nH]c3cn2)c1,5.14,306.309,1,1,2,5.544,28.68
1076,CCc1nnc(S(=O)(=O)C(C)C(=O)NCC2CCCCC2)[nH]1,1.922,328.43,5,2,6,2.048,113.19
2983,CCOC(=O)c1c(-c2ccccc2)noc1-c1c[nH]nn1,2.65,284.27,5,1,5,2.65,93.9
